study_accession	study_title	study_type	design_description	library_selection	library_layout	library_construction_protocol	instrument_model	platform_parameters	sample	run	updated_date	class/strategy	Plant Age	Plant Material	Development stage of tissue(if given)	line/Cultivar	genetic information/line	Mutant/WT	Treatment	Experiment keywords	Otherinfo about sample	Abstract	Submission center	Lab/PI	Submission date
ERP011069	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	Transcriptome ANAlysis	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	PCR	PAIRED - 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS300544	SRR445397	11/7/16	RNA-Seq	reproductive	ear	NA	CML247	inbred	WT	NA	copy number variant plasticity	NA	"Maize exhibits levels of structural variation (SV) of non-repeat sequences that are unprecedented among higher eukaryotes. This SV includes hundreds of copy number variants (CNVs) and thousands of presence/absence variants (PAVs). Many of the PAVs contain intact, expressed, single-copy genes that are present in one haplotype but absent from another. The goal of this project is to test the hypothesis that differences in gene copy number (both gains and losses) contribute to the extraordiNAry phenotypic diversity and plasticity of maize. Maize is a good model for these studies because it exhibits a rapid decay of linkage disequilibrium (LD) and because a draft genome sequence of the B73 inbred and mapping populations are available. As a first step, the ""Zeanome"", a near-complete set of genes present in B73, other maize lines and the wild ancestor of maize (teosinte), is being defined using transcriptomic data."	Iowa State University	SchNAble Lab	3/14/12
ERP011069	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	Transcriptome ANAlysis	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	size fractioNAtion	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS1143319	SRR2886949	11/5/15	RNA-Seq	vegetative	leaf	V3	A188	inbred	WT	wound+M. separata Oral secretion	biotic stress MythimNA separata mechanical wounding	NA	transcriptome aNAlysis of maize leaves response to mechanical wounding and simulated herbivory of MythimNA separata	"The Research Institute of Forestry, Chinese Academy of Forestry"	State Key Laboratory of Tree Genetics and Breeding	NA
ERP011069	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	Transcriptome ANAlysis	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	PCR	PAIRED - 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS300551	SRR445417	11/7/16	RNA-Seq	reproductive	shoot	NA	CML69	inbred	WT	NA	copy number variant plasticity	NA	"Maize exhibits levels of structural variation (SV) of non-repeat sequences that are unprecedented among higher eukaryotes. This SV includes hundreds of copy number variants (CNVs) and thousands of presence/absence variants (PAVs). Many of the PAVs contain intact, expressed, single-copy genes that are present in one haplotype but absent from another. The goal of this project is to test the hypothesis that differences in gene copy number (both gains and losses) contribute to the extraordiNAry phenotypic diversity and plasticity of maize. Maize is a good model for these studies because it exhibits a rapid decay of linkage disequilibrium (LD) and because a draft genome sequence of the B73 inbred and mapping populations are available. As a first step, the ""Zeanome"", a near-complete set of genes present in B73, other maize lines and the wild ancestor of maize (teosinte), is being defined using transcriptomic data."	Iowa State University	SchNAble Lab	3/14/12
ERP011069	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	Transcriptome ANAlysis	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	RANDOM PCR	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS986292	SRR2094573	7/11/15	RNA-Seq	14D	leaf	NA	teosinte		WT	NA	copy number variant plasticity	NA	"Maize exhibits levels of structural variation (SV) of non-repeat sequences that are unprecedented among higher eukaryotes. This SV includes hundreds of copy number variants (CNVs) and thousands of presence/absence variants (PAVs). Many of the PAVs contain intact, expressed, single-copy genes that are present in one haplotype but absent from another. The goal of this project is to test the hypothesis that differences in gene copy number (both gains and losses) contribute to the extraordiNAry phenotypic diversity and plasticity of maize. Maize is a good model for these studies because it exhibits a rapid decay of linkage disequilibrium (LD) and because a draft genome sequence of the B73 inbred and mapping populations are available. As a first step, the ""Zeanome"", a near-complete set of genes present in B73, other maize lines and the wild ancestor of maize (teosinte), is being defined using transcriptomic data."	Iowa State University	SchNAble Lab	3/16/12
ERP011069	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	Transcriptome ANAlysis	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	size fractioNAtion	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS1143324	SRR2886963	11/5/15	RNA-Seq	vegetative	leaf	V3	A188	inbred	WT	wound+M. separata Oral secretion	biotic stress MythimNA separata mechanical wounding	NA	transcriptome aNAlysis of maize leaves response to mechanical wounding and simulated herbivory of MythimNA separata	"The Research Institute of Forestry, Chinese Academy of Forestry"	State Key Laboratory of Tree Genetics and Breeding	NA
ERP011069	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	Transcriptome ANAlysis	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	PCR	PAIRED - 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS300546	SRR445396	11/7/16	RNA-Seq	reproductive	ear	NA	CML247	inbred	WT	NA	copy number variant plasticity	NA	"Maize exhibits levels of structural variation (SV) of non-repeat sequences that are unprecedented among higher eukaryotes. This SV includes hundreds of copy number variants (CNVs) and thousands of presence/absence variants (PAVs). Many of the PAVs contain intact, expressed, single-copy genes that are present in one haplotype but absent from another. The goal of this project is to test the hypothesis that differences in gene copy number (both gains and losses) contribute to the extraordiNAry phenotypic diversity and plasticity of maize. Maize is a good model for these studies because it exhibits a rapid decay of linkage disequilibrium (LD) and because a draft genome sequence of the B73 inbred and mapping populations are available. As a first step, the ""Zeanome"", a near-complete set of genes present in B73, other maize lines and the wild ancestor of maize (teosinte), is being defined using transcriptomic data."	Iowa State University	SchNAble Lab	3/14/12
ERP011069	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	Transcriptome ANAlysis	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	size fractioNAtion	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS1143318	SRR2886948	11/5/15	RNA-Seq	vegetative	leaf	V3	A188	inbred	WT	wound+M. separata Oral secretion	biotic stress MythimNA separata mechanical wounding	NA	transcriptome aNAlysis of maize leaves response to mechanical wounding and simulated herbivory of MythimNA separata	"The Research Institute of Forestry, Chinese Academy of Forestry"	State Key Laboratory of Tree Genetics and Breeding	NA
ERP011069	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	Transcriptome ANAlysis	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	size fractioNAtion	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS1143322	SRR2886954	11/5/15	RNA-Seq	vegetative	leaf	V3	A188	inbred	WT	wound+M. separata Oral secretion	biotic stress MythimNA separata mechanical wounding	NA	transcriptome aNAlysis of maize leaves response to mechanical wounding and simulated herbivory of MythimNA separata	"The Research Institute of Forestry, Chinese Academy of Forestry"	State Key Laboratory of Tree Genetics and Breeding	NA
ERP011069	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	Transcriptome ANAlysis	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	cDNA	PAIRED - NOMINAL_LENGTH: 250; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS346319	SRR514100	1/27/14	RNA-Seq	vegetative	shoot 	seedling	B73	inbred	WT	NA	B73 sequencing	NA	Sequencing of the maize B73 transcriptome	JGI	NA	6/8/12
ERP011069	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	Transcriptome ANAlysis	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	PCR	PAIRED - 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS300557	SRR445424	11/7/16	RNA-Seq	reproductive	ear	NA	IL14H	inbred	WT	NA	copy number variant plasticity	NA	"Maize exhibits levels of structural variation (SV) of non-repeat sequences that are unprecedented among higher eukaryotes. This SV includes hundreds of copy number variants (CNVs) and thousands of presence/absence variants (PAVs). Many of the PAVs contain intact, expressed, single-copy genes that are present in one haplotype but absent from another. The goal of this project is to test the hypothesis that differences in gene copy number (both gains and losses) contribute to the extraordiNAry phenotypic diversity and plasticity of maize. Maize is a good model for these studies because it exhibits a rapid decay of linkage disequilibrium (LD) and because a draft genome sequence of the B73 inbred and mapping populations are available. As a first step, the ""Zeanome"", a near-complete set of genes present in B73, other maize lines and the wild ancestor of maize (teosinte), is being defined using transcriptomic data."	Iowa State University	SchNAble Lab	3/14/12
ERP011069	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	Transcriptome ANAlysis	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	PCR	PAIRED - 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS300531	SRR445244	11/7/16	RNA-Seq	reproductive	ear	NA	B73	inbred	WT	NA	copy number variant plasticity	NA	"Maize exhibits levels of structural variation (SV) of non-repeat sequences that are unprecedented among higher eukaryotes. This SV includes hundreds of copy number variants (CNVs) and thousands of presence/absence variants (PAVs). Many of the PAVs contain intact, expressed, single-copy genes that are present in one haplotype but absent from another. The goal of this project is to test the hypothesis that differences in gene copy number (both gains and losses) contribute to the extraordiNAry phenotypic diversity and plasticity of maize. Maize is a good model for these studies because it exhibits a rapid decay of linkage disequilibrium (LD) and because a draft genome sequence of the B73 inbred and mapping populations are available. As a first step, the ""Zeanome"", a near-complete set of genes present in B73, other maize lines and the wild ancestor of maize (teosinte), is being defined using transcriptomic data."	Iowa State University	SchNAble Lab	3/14/12
ERP011069	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	Transcriptome ANAlysis	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	size fractioNAtion	PAIRED - NOMINAL_SDEV: 0.0E0; 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS1143325	SRR2886966	11/5/15	RNA-Seq	vegetative	leaf	V3	A188	inbred	WT	wound	biotic stress MythimNA separata mechanical wounding	NA	transcriptome aNAlysis of maize leaves response to mechanical wounding and simulated herbivory of MythimNA separata	"The Research Institute of Forestry, Chinese Academy of Forestry"	State Key Laboratory of Tree Genetics and Breeding	NA
ERP011069	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	Transcriptome ANAlysis	Transcriptome aNAlysis of 103 RILs of a B73 x H99 RIL population	PCR	PAIRED - 	NA	IllumiNA HiSeq 2000	INSTRUMENT_MODEL: IllumiNA HiSeq 2000	SRS300578	SRR445652	11/7/16	RNA-Seq	reproductive	shoot	NA	Tx303	inbred	WT	NA	copy number variant plasticity	NA	"Maize exhibits levels of structural variation (SV) of non-repeat sequences that are unprecedented among higher eukaryotes. This SV includes hundreds of copy number variants (CNVs) and thousands of presence/absence variants (PAVs). Many of the PAVs contain intact, expressed, single-copy genes that are present in one haplotype but absent from another. The goal of this project is to test the hypothesis that differences in gene copy number (both gains and losses) contribute to the extraordiNAry phenotypic diversity and plasticity of maize. Maize is a good model for these studies because it exhibits a rapid decay of linkage disequilibrium (LD) and because a draft genome sequence of the B73 inbred and mapping populations are available. As a first step, the ""Zeanome"", a near-complete set of genes present in B73, other maize lines and the wild ancestor of maize (teosinte), is being defined using transcriptomic data."	Iowa State University	SchNAble Lab	3/14/12
